full_hough/wisdom-0001.jpeg	1	139 127 169 95
full_hough/wisdom-0009.jpeg	1	156 131 136 84
full_hough/wisdom-0015.jpeg	1	159 125 124 83
full_hough/wisdom-0017.jpeg	1	127 135 165 89
full_hough/wisdom-0023.jpeg	1	198 132 133 83
full_hough/wisdom-0029.jpeg	1	90 130 183 96
full_hough/wisdom-0030.jpeg	1	209 119 134 87
full_hough/wisdom-0034.jpeg	1	201 135 142 81
full_hough/wisdom-0037.jpeg	1	165 143 129 66
full_hough/wisdom-0057.jpeg	1	139 131 159 78
full_hough/wisdom-0059.jpeg	1	148 140 114 68
full_hough/wisdom-0064.jpeg	1	129 139 175 68
full_hough/wisdom-0065.jpeg	1	158 137 116 67
full_hough/wisdom-0067.jpeg	1	152 146 132 61
full_hough/wisdom-0071.jpeg	1	141 112 131 89
full_hough/wisdom-0087.jpeg	1	152 134 142 77
full_hough/wisdom-0088.jpeg	1	143 91 163 94
full_hough/wisdom-0090.jpeg	1	140 136 153 73
full_hough/wisdom-0098.jpeg	1	126 114 150 78
full_hough/wisdom-0099.jpeg	1	161 137 123 64
