full_hough/wisdom-0000.jpeg	1	160 149 191 52
full_hough/wisdom-0001.jpeg	1	142 147 157 53
full_hough/wisdom-0005.jpeg	1	196 149 121 47
full_hough/wisdom-0006.jpeg	1	185 141 198 52
full_hough/wisdom-0007.jpeg	1	99 148 225 54
full_hough/wisdom-0009.jpeg	1	148 146 168 54
full_hough/wisdom-0010.jpeg	1	142 153 201 55
full_hough/wisdom-0011.jpeg	1	142 152 190 51
full_hough/wisdom-0013.jpeg	1	110 134 209 60
full_hough/wisdom-0015.jpeg	1	131 143 174 48
full_hough/wisdom-0017.jpeg	1	113 149 201 63
full_hough/wisdom-0018.jpeg	1	129 150 280 54
full_hough/wisdom-0019.jpeg	1	115 148 222 58
full_hough/wisdom-0020.jpeg	1	165 148 213 58
full_hough/wisdom-0021.jpeg	1	100 147 219 57
full_hough/wisdom-0022.jpeg	1	108 150 241 52
full_hough/wisdom-0023.jpeg	1	168 151 201 46
full_hough/wisdom-0024.jpeg	1	152 151 220 53
full_hough/wisdom-0025.jpeg	2	190 63 225 55	191 236 226 61
full_hough/wisdom-0026.jpeg	2	146 67 251 48	122 246 294 49
full_hough/wisdom-0028.jpeg	2	200 56 189 55	200 236 187 55
full_hough/wisdom-0029.jpeg	1	88 150 218 58
full_hough/wisdom-0030.jpeg	1	209 141 134 52
full_hough/wisdom-0031.jpeg	1	134 140 187 63
full_hough/wisdom-0032.jpeg	2	140 50 195 63	134 231 192 60
full_hough/wisdom-0033.jpeg	1	126 64 245 63
full_hough/wisdom-0034.jpeg	1	199 151 147 58
full_hough/wisdom-0036.jpeg	1	168 155 179 47
full_hough/wisdom-0037.jpeg	1	168 154 138 49
full_hough/wisdom-0038.jpeg	2	21 51 382 59	21 243 389 49
full_hough/wisdom-0039.jpeg	1	156 157 183 41
full_hough/wisdom-0040.jpeg	1	147 142 178 53
full_hough/wisdom-0041.jpeg	2	95 65 265 42	86 236 268 65
full_hough/wisdom-0043.jpeg	2	168 63 132 49	166 236 134 59
full_hough/wisdom-0045.jpeg	2	146 47 224 73	137 237 231 64
full_hough/wisdom-0046.jpeg	1	163 145 182 56
full_hough/wisdom-0047.jpeg	2	180 102 146 54	169 270 149 67
full_hough/wisdom-0049.jpeg	1	121 156 183 53
full_hough/wisdom-0050.jpeg	1	164 153 118 50
full_hough/wisdom-0059.jpeg	1	156 153 105 56
full_hough/wisdom-0060.jpeg	1	117 139 160 66
full_hough/wisdom-0061.jpeg	1	201 141 101 74
full_hough/wisdom-0062.jpeg	1	156 141 87 65
full_hough/wisdom-0063.jpeg	2	172 51 95 73	165 218 112 89
full_hough/wisdom-0064.jpeg	1	139 132 160 83
full_hough/wisdom-0065.jpeg	1	174 146 97 58
full_hough/wisdom-0066.jpeg	1	204 145 130 62
full_hough/wisdom-0067.jpeg	1	156 144 121 62
full_hough/wisdom-0074.jpeg	1	143 150 103 63
full_hough/wisdom-0075.jpeg	1	158 154 162 53
full_hough/wisdom-0076.jpeg	1	161 140 165 66
full_hough/wisdom-0078.jpeg	1	142 144 160 66
full_hough/wisdom-0081.jpeg	1	129 145 164 57
