full_hough/wisdom-0001.jpeg	1	167 155 104 39
full_hough/wisdom-0009.jpeg	1	191 160 78 34
full_hough/wisdom-0017.jpeg	1	157 154 96 48
full_hough/wisdom-0023.jpeg	1	234 154 64 43
full_hough/wisdom-0025.jpeg	1	244 240 115 49
full_hough/wisdom-0029.jpeg	1	127 155 97 45
full_hough/wisdom-0030.jpeg	1	247 149 57 36
full_hough/wisdom-0034.jpeg	1	232 159 79 40
full_hough/wisdom-0037.jpeg	1	193 163 73 31
full_hough/wisdom-0050.jpeg	1	195 160 49 31
full_hough/wisdom-0065.jpeg	1	191 156 51 35
full_hough/wisdom-0067.jpeg	1	177 155 81 42
full_hough/wisdom-0090.jpeg	1	169 152 78 49
